日期,強盜發生數,強盜破獲數,搶奪發生數,搶奪破獲數,強制性交發生數,強制性交破獲數,汽車竊盜發生數,汽車竊盜破獲數,住宅竊盜發生數,住宅竊盜破獲數,毒品發生數,毒品破獲數,機車竊盜發生數,機車竊盜破獲數
2018-10-15,3,4,4,3,5,2,50,36,70,68,960,960,154,165


